gene_short_name	gene_id	locus	s_1_NR_A_FPKM	s_2_NR_B_FPKM	s_3_CR_A_FPKM	s_4_CR_B_FPKM
SNO1	YMR095C	ref|NC_001145|:457284-457959	23.9672	25.7585	15.3385	20.1019
SNO2	YNL334C	ref|NC_001146|:12207-12876	0.505758	0.289898	0.106779	0.0480217
SNO3	YFL060C	ref|NC_001138|:10300-10969	0	0.173939	0.160169	0.192087
SNO4	YMR322C	ref|NC_001145|:918365-919079	0	0.0528651	0	0.0437857
SNP1	YIL061C	ref|NC_001141|:244656-245559	21.2465	19.4799	20.069	26.9011
SNQ2	YDR011W	ref|NC_001136|:465918-470424	38.5977	31.5252	63.7102	71.0117
SNT1	YCR033W	ref|NC_001135|:186488-190169	37.2205	32.2418	74.034	82.3421
SNT2	YGL131C	ref|NC_001139|:261647-265859	26.8602	21.979	26.9687	34.5816
SNT309	YPR101W	ref|NC_001148|:730491-731019	55.0541	52.5825	70.791	81.4526
SNU114	YKL173W	ref|NC_001143|:122516-125543	62.0445	46.8562	52.0137	58.684
SNU13	YEL026W	ref|NC_001137|:101942-102323	685.569	544.524	131.9	48.1104
SNU23	YDL098C	ref|NC_001136|:284580-285165	22.5727	31.2041	27.4307	31.178
SNU56	YDR240C	ref|NC_001136|:943673-945152	25.3297	20.8429	14.2737	18.028
SNU66	YOR308C	ref|NC_001147|:894623-896387	150.421	135.938	30.7369	35.8075
SNU71	YGR013W	ref|NC_001139|:514553-516416	135.916	152.078	112.184	109.723
SNX3	YOR357C	ref|NC_001147|:1009223-1009712	69.8913	69.7053	76.7283	49.195
SNX4	YJL036W	ref|NC_001142|:378824-380096	54.211	52.5922	177.603	227.648
SNX41	YDR425W	ref|NC_001136|:1320063-1321941	18.9298	19.5069	32.4202	50.3566
SNZ1	YMR096W	ref|NC_001145|:458407-459301	62.6716	97.341	36.9911	37.3177
SNZ2	YNL333W	ref|NC_001146|:13266-14163	0.484851	0.661435	1.25397	0.580061
SNZ3	YFL059W	ref|NC_001138|:11362-12259	0.484851	0.466895	0.573244	0.483384
SOD1	YJR104C	ref|NC_001142|:622549-623014	1996.15	2341.69	3750.6	2261.3
SOD2	YHR008C	ref|NC_001140|:122888-123590	490.2	517.24	628.493	426.522
SOF1	YLL011W	ref|NC_001144|:127522-128992	80.664	45.2624	16.3775	11.0261
SOG2	YOR353C	ref|NC_001147|:998452-1000828	53.9814	49.7747	58.8677	62.8314
SOH1	YGL127C	ref|NC_001139|:270391-270775	46.0327	55.7838	227.78	141.706
SOK1	YDR006C	ref|NC_001136|:458541-461247	49.1319	31.1708	77.4349	68.2926
SOK2	YMR016C	ref|NC_001145|:303235-305593	33.0433	22.7354	17.9382	13.3246
SOL1	YNR034W	ref|NC_001146|:690320-691286	37.7899	48.7611	109.385	83.616
SOL2	YCR073W-A	ref|NC_001135|:246962-247910	85.0404	74.5485	127.215	125.411
SOL3	YHR163W	ref|NC_001140|:423723-424473	189.529	183.201	176.928	101.758
SOL4	YGR248W	ref|NC_001139|:985971-986739	49.9214	45.7014	260.292	189.301
SOM1	YEL059C-A	ref|NC_001137|:42399-42624	90.3816	90.5004	248.826	288.665
SOP4	YJL192C	ref|NC_001142|:72709-73414	119.234	111.827	165.363	158.766
SOR1	YJR159W	ref|NC_001142|:736043-737117	0	0	0	0
SOR2	YDL246C	ref|NC_001136|:8682-9756	0	0	0	0
SOV1	YMR066W	ref|NC_001145|:401540-404237	19.0605	16.0419	22.2326	25.0056
SPA2	YLL021W	ref|NC_001144|:100946-105347	60.5741	48.3712	42.4828	31.3409
SPB1	YCL054W	ref|NC_001135|:31448-33974	249.144	138.401	37.6655	21.2294
SPB4	YFL002C	ref|NC_001138|:145113-146934	62.2415	50.5807	61.0731	42.3495
SPC1	YJR010C-A	ref|NC_001142|:458076-458361	81.6577	99.3789	207.617	252.849
SPC105	YGL093W	ref|NC_001139|:334885-337639	30.1788	27.2528	37.9692	34.5634
SPC110	YDR356W	ref|NC_001136|:1186106-1188941	101.389	96.7874	71.4559	118.943
SPC19	YDR201W	ref|NC_001136|:856316-856814	83.4057	95.5367	164.634	130.995
SPC2	YML055W	ref|NC_001145|:164789-165326	232.022	205.134	123.221	129.271
SPC24	YMR117C	ref|NC_001145|:501249-501891	44.6415	33.0537	31.4005	33.1886
SPC25	YER018C	ref|NC_001137|:191958-192624	36.9419	29.6448	65.0744	49.7351
SPC29	YPL124W	ref|NC_001148|:316754-317516	21.255	25.0774	31.19	28.0141
SPC3	YLR066W	ref|NC_001144|:267168-267723	159.449	154.988	153.751	175.188
SPC34	YKR037C	ref|NC_001143|:510909-511797	21.4176	20.1041	32.2336	31.9639
SPC42	YKL042W	ref|NC_001143|:358474-359566	25.504	27.9058	28.5207	32.6701
SPC72	YAL047C	ref|NC_001133|:54988-56857	11.3427	10.3007	12.5873	15.0376
SPC97	YHR172W	ref|NC_001140|:448334-450806	27.2782	28.8101	17.9672	13.2654
SPC98	YNL126W	ref|NC_001146|:387226-389767	25.5957	28.8019	19.5725	21.6857
SPE1	YKL184W	ref|NC_001143|:96756-98157	55.3595	61.568	86.8767	67.8239
SPE2	YOL052C	ref|NC_001147|:232445-233636	42.488	30.2159	45.8113	39.8703
SPE3	YPR069C	ref|NC_001148|:684555-685437	151.349	137.082	111.619	103.097
SPE4	YLR146C	ref|NC_001144|:432822-433725	58.5962	45.2088	39.0723	26.5177
SPF1	YEL031W	ref|NC_001137|:90257-93905	113.619	88.2948	74.1666	37.3694
SPG1	YGR236C	ref|NC_001139|:962529-962817	241.285	147.782	7597.03	14590.7
SPG3	YDR504C	ref|NC_001136|:1456310-1456694	82.5607	71.9357	33.4647	52.5204
SPG4	YMR107W	ref|NC_001145|:483013-483361	449.668	344.292	9302.8	15115.2
SPG5	YMR191W	ref|NC_001145|:645655-646777	75.6226	77.4277	271.127	452.484
SPH1	YLR313C	ref|NC_001144|:760749-762342	7.79006	8.28976	6.34635	4.75958
SPI1	YER150W	ref|NC_001137|:468369-468816	531.454	302.028	1242.29	1103.79
SPL2	YHR136C	ref|NC_001140|:374653-375100	8.98427	9.76072	55.4601	98.2064
SPN1	YPR133C	ref|NC_001148|:795977-797210	402.119	343.68	343.74	312.804
SPO1	YNL012W	ref|NC_001146|:609685-611665	10.7049	13.7701	29.029	36.0371
SPO11	YHL022C	ref|NC_001140|:62960-64157	9.40729	12.0297	14.453	16.9134
SPO12	YHR152W	ref|NC_001140|:401433-401955	229.44	224.469	193.819	107.211
SPO13	YHR014W	ref|NC_001140|:132046-132922	3.9	4.33334	2.51241	4.38668
SPO14	YKR031C	ref|NC_001143|:501343-506395	51.0955	49.5025	97.1193	84.1067
SPO16	YHR153C	ref|NC_001140|:402085-402682	23.9353	18.59	7.5169	7.72703
SPO19	YPL130W	ref|NC_001148|:304386-305058	15.0037	18.6074	3.66027	1.14514
SPO20	YMR017W	ref|NC_001145|:307488-308682	5.90586	4.73928	7.77511	9.45236
SPO21	YOL091W	ref|NC_001147|:145333-147163	5.06336	4.85926	2.26019	2.19779
SPO22	YIL073C	ref|NC_001141|:222936-225954	12.3861	12.4739	11.8328	16.678
SPO23	YBR250W	ref|NC_001134|:719032-720604	2.50553	1.28128	1.63363	1.53469
SPO7	YAL009W	ref|NC_001133|:135853-136633	38.3236	39.3665	58.5776	56.4489
SPO71	YDR104C	ref|NC_001136|:661172-664910	24.1155	21.3666	36.146	45.538
SPO73	YER046W	ref|NC_001137|:243179-243611	95.6017	148.825	278.441	187.492
SPO74	YGL170C	ref|NC_001139|:184152-185394	3.20486	3.01344	0.909011	1.16188
SPO75	YLL005C	ref|NC_001144|:137939-140546	19.3128	16.609	17.8466	21.4247
SPO77	YLR341W	ref|NC_001144|:807384-808818	11.2011	8.76931	3.20985	3.54081
SPP1	YPL138C	ref|NC_001148|:291365-292427	61.9161	51.2887	66.1545	72.2577
SPP2	YOR148C	ref|NC_001147|:608639-609197	119.475	94.6572	80.2915	135.86
SPP381	YBR152W	ref|NC_001134|:546375-547251	44.3	40.2439	60.15	48.5194
SPP382	YLR424W	ref|NC_001144|:973394-975521	9.26181	10.223	15.4828	16.8066
SPP41	YDR464W	ref|NC_001136|:1388871-1393179	103.391	85.8694	27.266	29.9979
SPR1	YOR190W	ref|NC_001147|:690694-692032	11.8232	11.5328	19.9039	16.209
SPR28	YDR218C	ref|NC_001136|:903780-905052	3.74411	4.87292	2.88294	1.65204
SPR3	YGR059W	ref|NC_001139|:607562-609101	5.36146	6.34254	6.26823	6.13992
SPR6	YER115C	ref|NC_001137|:394291-394867	54.4551	47.757	62.2608	54.7405
SPS1	YDR523C	ref|NC_001136|:1485565-1487038	14.723	15.8097	10.9382	4.66401
SPS100	YHR139C	ref|NC_001140|:378218-379199	16.8221	19.5375	14.8272	14.7449
SPS18	YNL204C	ref|NC_001146|:258374-259277	16.9435	18.0759	18.5149	18.6259
SPS19	YNL202W	ref|NC_001146|:259577-260456	16.7506	24.2629	269.613	288.595
SPS2	YDR522C	ref|NC_001136|:1483794-1485303	8.49743	8.18273	5.11843	5.49378
SPS22	YCL048W	ref|NC_001135|:42164-43556	1.86684	3.24585	2.94709	3.06438
SPS4	YOR313C	ref|NC_001147|:901857-902874	4.71161	4.67642	2.35162	2.60964
SPT10	YJL127C	ref|NC_001142|:182297-184220	33.7216	27.6097	32.3289	45.4368
SPT14	YPL175W	ref|NC_001148|:218629-220088	73.6647	58.9738	31.4952	24.7707
SPT15	YER148W	ref|NC_001137|:465302-466025	67.194	58.2492	118.352	109.605
SPT16	YGL207W	ref|NC_001139|:98968-102076	121.403	116.757	164.806	152.321
SPT2	YER161C	ref|NC_001137|:499346-500348	76.4657	93.8669	168.578	168.924
SPT20	YOL148C	ref|NC_001147|:45759-47574	18.0641	16.0526	37.5479	27.0488
SPT21	YMR179W	ref|NC_001145|:619857-622134	29.0496	34.59	19.6812	15.0088
SPT23	YKL020C	ref|NC_001143|:398831-402080	42.6443	40.9782	66.6607	60.1786
SPT3	YDR392W	ref|NC_001136|:1258695-1259709	126.73	149.068	202.038	173.949
SPT4	YGR063C	ref|NC_001139|:617515-617824	135.755	150.426	230.139	152.093
SPT5	YML010W	ref|NC_001145|:247676-250868	124.142	118.643	117.146	92.67
SPT6	YGR116W	ref|NC_001139|:720408-724764	298.4	325.188	200.003	197.94
SPT7	YBR081C	ref|NC_001134|:401252-405251	74.6414	65.5256	61.2282	75.6956
SPT8	YLR055C	ref|NC_001144|:251271-253080	21.649	17.8264	34.9653	23.4482
SQS1	YNL224C	ref|NC_001146|:224795-227099	64.2653	58.9163	57.9534	67.5488
SQT1	YIR012W	ref|NC_001141|:378485-379781	34.1874	22.2241	20.351	11.9647
SRB2	YHR041C	ref|NC_001140|:189130-189864	61.0835	61.3351	61.8612	30.137
SRB4	YER022W	ref|NC_001137|:198811-200875	99.1696	88.1637	83.5072	98.3832
SRB5	YGR104C	ref|NC_001139|:697444-698368	29.6337	25.8774	23.1391	37.7792
SRB6	YBR253W	ref|NC_001134|:723269-723635	390.31	395.332	393.977	458.656
SRB7	YDR308C	ref|NC_001136|:1078026-1078449	108.572	111.492	117.397	100.192
SRB8	YCR081W	ref|NC_001135|:254370-258654	13.4255	10.4855	14.9345	18.7892
SRC1	YML034W	ref|NC_001145|:209524-212155	151.764	156.975	89.2516	92.1318
SRD1	YCR018C	ref|NC_001135|:148237-148903	53.5221	47.9685	134.555	85.5018
SRF1	YDL133W	ref|NC_001136|:222426-223740	27.3061	27.8884	56.5063	57.6662
SRL1	YOR247W	ref|NC_001147|:797675-798308	145.929	89.3318	174.224	215.951
SRL2	YLR082C	ref|NC_001144|:292393-293572	33.6367	36.0637	38.9133	53.4405
SRL3	YKR091W	ref|NC_001143|:611524-612265	22.8368	19.4304	39.7604	40.462
SRL4	YPL033C	ref|NC_001148|:487361-488207	1.09905	2.0999	0.889485	0.452205
SRM1	YGL097W	ref|NC_001139|:321781-323230	43.7517	37.1888	38.3932	23.0161
SRN2	YLR119W	ref|NC_001144|:385533-386175	62.4367	62.168	77.1976	101.452
SRO7	YPR032W	ref|NC_001148|:634122-637224	15.562	14.6562	20.0683	12.5861
SRO77	YBL106C	ref|NC_001134|:10846-13879	27.9748	26.3573	17.2836	15.1511
SRO9	YCL037C	ref|NC_001135|:57373-58678	23.8668	15.8461	9.38193	3.34707
SRP1	YNL189W	ref|NC_001146|:284259-285888	292.388	271.856	314.077	291.48
SRP101	YDR292C	ref|NC_001136|:1043145-1045011	101.237	89.3041	91.6619	71.5205
SRP102	YKL154W	ref|NC_001143|:161600-162335	35.6861	34.2731	47.4099	40.7508
SRP14	YDL092W	ref|NC_001136|:292780-293221	145.26	138.857	250.806	227.944
SRP21	YKL122C	ref|NC_001143|:212494-212998	887.477	982.543	271.138	366.821
SRP40	YKR092C	ref|NC_001143|:612664-613885	87.0623	42.5288	45.6565	26.4844
SRP54	YPR088C	ref|NC_001148|:711402-713028	278.174	262.414	158.921	124.402
SRP68	YPL243W	ref|NC_001148|:88516-90316	115.614	116.161	136.651	157.632
SRP72	YPL210C	ref|NC_001148|:154289-156212	146.303	117.247	101.754	110.649
SRS2	YJL092W	ref|NC_001142|:257422-260947	31.7337	31.3607	29.1397	30.3799
SRT1	YMR101C	ref|NC_001145|:468444-469476	1.66383	1.40031	0.899619	1.45651
SRV2	YNL138W	ref|NC_001146|:366740-368321	161.478	156.097	183.664	150.958
SRX1	YKL086W	ref|NC_001143|:278280-278664	13.6048	10.4688	30.7104	24.4022
SRY1	YKL218C	ref|NC_001143|:17358-18339	62.0558	93.5578	109.638	93.9302
SSA1	YAL005C	ref|NC_001133|:139502-141431	443.962	628.349	1369.2	465.936
SSA2	YLL024C	ref|NC_001144|:95565-97485	99.4422	108.888	114.579	28.6217
SSA3	YBL075C	ref|NC_001134|:84498-86448	74.6957	77.4401	76.1166	64.6772
SSA4	YER103W	ref|NC_001137|:364588-366517	160.463	229.255	234.368	93.2248
SSB1	YDL229W	ref|NC_001136|:44064-45906	99.5438	87.8436	85.4907	26.169
SSB2	YNL209W	ref|NC_001146|:252058-253900	127.175	95.0904	96.0823	27.2165
SSC1	YJR045C	ref|NC_001142|:519637-521602	208.84	234.154	487.047	223.237
SSD1	YDR293C	ref|NC_001136|:1045639-1049392	81.7088	82.286	162.095	122.304
SSE1	YPL106C	ref|NC_001148|:350193-352275	644.482	687.235	602.854	286.208
SSE2	YBR169C	ref|NC_001134|:573914-575996	110.709	147.183	248.94	232.07
SSF1	YHR066W	ref|NC_001140|:229334-230696	82.9338	49.4134	11.3218	6.44182
SSF2	YDR312W	ref|NC_001136|:1087580-1088942	39.0294	24.078	15.4817	8.9684
SSH1	YBR283C	ref|NC_001134|:768942-770415	174.134	140.757	191.545	156.218
SSH4	YKL124W	ref|NC_001143|:210592-212332	35.7893	39.7014	71.4105	59.1725
SSK1	YLR006C	ref|NC_001144|:161754-163893	19.8676	18.8001	29.9652	19.3804
SSK2	YNR031C	ref|NC_001146|:680693-685433	28.7756	26.195	35.9356	31.0915
SSK22	YCR073C	ref|NC_001135|:242587-246583	26.8794	22.4376	14.2042	10.8794
SSL1	YLR005W	ref|NC_001144|:160048-161434	34.7118	31.6195	62.6861	63.7528
SSL2	YIL143C	ref|NC_001141|:80509-83041	59.343	53.7605	89.2809	79.796
SSM4	YIL030C	ref|NC_001141|:296049-300009	80.2459	47.7186	45.72	37.5106
SSN2	YDR443C	ref|NC_001136|:1345675-1349938	22.0781	18.2967	21.9266	20.2894
SSN3	YPL042C	ref|NC_001148|:473039-474707	34.3154	43.4147	84.3995	64.4108
SSN8	YNL025C	ref|NC_001146|:584319-585291	42.9636	53.8222	65.3058	69.4992
SSO1	YPL232W	ref|NC_001148|:107274-108147	463.569	479.49	564.894	488.137
SSO2	YMR183C	ref|NC_001145|:626920-627808	113.621	116.012	112.491	58.4427
SSP1	YHR184W	ref|NC_001140|:472743-474459	1.84466	1.48029	1.31383	1.22605
SSP120	YLR250W	ref|NC_001144|:640316-641021	441.664	529.696	583.303	728.708
SSP2	YOR242C	ref|NC_001147|:788741-789857	4.60552	4.02103	2.01471	3.08554
SSQ1	YLR369W	ref|NC_001144|:859551-861525	42.2808	34.569	52.764	52.0649
SSS1	YDR086C	ref|NC_001136|:616927-617170	1960.19	2514.6	2677.65	2319.34
SST2	YLR452C	ref|NC_001144|:1039269-1041366	66.4281	55.6999	28.7803	19.126
SSU1	YPL092W	ref|NC_001148|:373792-375169	38.0433	35.7701	38.9714	33.4918
SSU72	YNL222W	ref|NC_001146|:229093-229714	61.5517	63.8753	53.0439	42.1954
SSY1	YDR160W	ref|NC_001136|:776162-778721	14.0271	12.619	32.1291	23.5875
SSY5	YJL156C	ref|NC_001142|:126852-128952	44.8593	47.2487	60.7439	49.9128
SSZ1	YHR064C	ref|NC_001140|:225524-227141	396.43	259.132	141.275	74.8229
STB1	YNL309W	ref|NC_001146|:52661-53924	14.9451	10.949	10.387	8.79439
STB2	YMR053C	ref|NC_001145|:380345-382898	20.6217	19.4152	41.0698	60.5932
STB3	YDR169C	ref|NC_001136|:792347-793889	89.6597	85.7749	89.8597	71.7778
STB4	YMR019W	ref|NC_001145|:312155-315005	24.5499	20.9032	24.4946	30.4141
STB5	YHR178W	ref|NC_001140|:459298-461530	12.229	10.5713	12.3303	10.8813
STB6	YKL072W	ref|NC_001143|:299581-301882	23.4769	19.6754	23.1624	37.4494
STD1	YOR047C	ref|NC_001147|:416346-417681	33.7515	38.5288	10.2967	4.28515
STE11	YLR362W	ref|NC_001144|:849865-852019	38.5334	31.8485	38.0247	37.1797
STE12	YHR084W	ref|NC_001140|:274173-276240	46.3213	48.3172	21.8462	18.4868
STE13	YOR219C	ref|NC_001147|:752213-755009	77.1159	91.1394	95.0089	75.3659
STE14	YDR410C	ref|NC_001136|:1292371-1293091	50.4619	52.3551	25.3561	24.5812
STE18	YJR086W	ref|NC_001142|:586067-586400	271.136	229.441	193.692	218.023
STE2	YFL026W	ref|NC_001138|:82579-83875	325.996	275.233	225.044	93.1608
STE20	YHL007C	ref|NC_001140|:95117-97937	51.2246	41.2557	32.9934	31.3454
STE23	YLR389C	ref|NC_001144|:899576-902660	127.409	120.932	105.9	86.2335
STE24	YJR117W	ref|NC_001142|:642006-643368	80.8155	80.0115	145.425	100.523
STE3	YKL178C	ref|NC_001143|:113214-114627	4.83817	4.3808	8.35922	7.90715
STE4	YOR212W	ref|NC_001147|:742909-744181	161.5	187.039	196.412	161.168
STE5	YDR103W	ref|NC_001136|:658349-661103	45.7559	37.5744	43.7926	48.832
STE50	YCL032W	ref|NC_001135|:63440-64481	97.5123	103.604	193.445	164.23
STE6	YKL209C	ref|NC_001143|:42422-46295	81.1248	61.4106	47.6961	30.2807
STE7	YDL159W	ref|NC_001136|:172480-174028	11.3475	9.8405	34.2363	32.8108
STF1	YDL130W-A	ref|NC_001136|:229170-229431	1045.49	1431.99	2308.43	2839.68
STF2	YGR008C	ref|NC_001139|:508109-508364	3129.41	3852.15	6721.66	7972.46
STH1	YIL126W	ref|NC_001141|:117991-122071	145.079	111.35	173.273	188.18
STI1	YOR027W	ref|NC_001147|:381052-382822	402.798	509.846	794.18	493.764
STL1	YDR536W	ref|NC_001136|:1508004-1509714	14.7938	15.0767	57.0166	57.6019
STM1	YLR150W	ref|NC_001144|:440466-441288	3814.94	4774.2	2603.13	1127.5
STN1	YDR082W	ref|NC_001136|:610440-611925	26.442	25.1975	28.9598	36.7708
STO1	YMR125W	ref|NC_001145|:517538-520446	119.692	108.888	99.0477	85.2823
STP1	YDR463W	ref|NC_001136|:1386815-1388375	30.4811	38.0824	63.4696	82.9312
STP2	YHR006W	ref|NC_001140|:117813-119439	46.0811	47.5604	116.263	106.742
STP22	YCL008C	ref|NC_001135|:105695-106853	68.2609	49.5767	59.5245	51.4095
STP3	YLR375W	ref|NC_001144|:871696-872728	83.315	78.9505	185.729	131.87
STP4	YDL048C	ref|NC_001136|:366738-368211	83.4656	49.3628	23.4808	10.8944
STR2	YJR130C	ref|NC_001142|:665217-667137	59.1014	58.5846	79.7914	109.749
STR3	YGL184C	ref|NC_001139|:154614-156012	16.0135	17.0285	82.0831	117.021
STS1	YIR011C	ref|NC_001141|:377286-378246	182.049	194.987	223.429	240.904
STT3	YGL022W	ref|NC_001139|:452403-454560	118.812	86.3959	103.206	74.6112
STT4	YLR305C	ref|NC_001144|:738160-743863	70.2316	56.6874	43.222	34.2093
STU1	YBL034C	ref|NC_001134|:153847-158389	7.62295	6.2291	8.74134	8.13537
STU2	YLR045C	ref|NC_001144|:235036-237703	71.3445	57.6461	57.2767	51.0011
STV1	YMR054W	ref|NC_001145|:383302-385975	56.8117	49.7512	75.02	53.4464
SUA5	YGL169W	ref|NC_001139|:186058-187339	58.2821	38.2821	18.9745	14.0806
SUA7	YPR086W	ref|NC_001148|:710100-711138	111.884	118.558	130.608	115.79
SUB1	YMR039C	ref|NC_001145|:348643-349522	2073.64	2260.82	957.608	971.072
SUB2	YDL084W	ref|NC_001136|:305236-306577	564.127	454.143	527.842	409.852
SUC2	YIL162W	ref|NC_001141|:37384-38983	114.566	138.252	885.006	572.872
SUE1	YPR151C	ref|NC_001148|:831054-831675	16.1426	19.0367	233.039	313.263
SUI1	YNL244C	ref|NC_001146|:187169-187496	935.493	1381.98	490.615	448.98
SUI2	YJR007W	ref|NC_001142|:451019-451934	240.354	201.789	173.313	165.405
SUI3	YPL237W	ref|NC_001148|:100495-101353	861.988	1048.22	358.166	197.632
SUL1	YBR294W	ref|NC_001134|:789234-791814	19.2777	17.0247	38.0323	36.004
SUL2	YLR092W	ref|NC_001144|:323543-326225	23.7867	25.0845	24.8624	23.859
SUM1	YDR310C	ref|NC_001136|:1081127-1084316	68.0104	54.1428	42.7769	40.6835
SUN4	YNL066W	ref|NC_001146|:501156-501502	30.5403	23.5651	9.89501	9.21244
SUP35	YDR172W	ref|NC_001136|:808323-810381	294.158	221.799	277.343	163.129
SUP45	YBR143C	ref|NC_001134|:530868-532182	315.624	334.904	244.995	149.095
SUR1	YPL057C	ref|NC_001148|:451908-453057	98.7794	109.913	272.657	358.543
SUR2	YDR297W	ref|NC_001136|:1056550-1057600	279.933	298.487	139.703	90.9959
SUR4	YLR372W	ref|NC_001144|:867353-868391	140.328	98.1573	73.2084	27.421
SUR7	YML052W	ref|NC_001145|:170401-171310	191.879	156.234	160.137	66.6488
SUS1	YBR111W-A	ref|NC_001134|:462138-462579	345.107	385.076	242.061	325.494
SUT1	YGL162W	ref|NC_001139|:198137-199037	24.7657	23.0892	31.0358	31.3487
SUT2	YPR009W	ref|NC_001148|:576551-577358	12.7042	12.4751	17.8695	12.999
SUV3	YPL029W	ref|NC_001148|:495505-497719	11.1013	8.85479	7.882	5.52273
SVF1	YDR346C	ref|NC_001136|:1167213-1168659	290.498	253.004	205.385	156.916
SVL3	YPL032C	ref|NC_001148|:488886-491364	27.9451	25.8049	22.6919	17.012
SVP26	YHR181W	ref|NC_001140|:467227-467914	66.3597	56.3218	59.3161	46.3251
SVS1	YPL163C	ref|NC_001148|:241917-242700	190.161	141.842	69.2944	37.3733
SWA2	YDR320C	ref|NC_001136|:1106094-1108101	56.6225	47.5917	37.3648	42.2548
SWC3	YAL011W	ref|NC_001133|:132198-134076	72.6487	65.918	44.16	46.6181
SWC4	YGR002C	ref|NC_001139|:498475-499906	29.1118	32.2621	41.9717	56.3729
SWC5	YBR231C	ref|NC_001134|:682178-683090	81.4856	63.638	86.0239	90.1184
SWC7	YLR385C	ref|NC_001144|:892991-893390	43.5535	33.569	31.8019	23.6845
SWD1	YAR003W	ref|NC_001133|:155004-156285	64.3037	72.7334	95.1259	82.1609
SWD2	YKL018W	ref|NC_001143|:404101-405091	45.6991	39.2108	55.0603	58.1906
SWD3	YBR175W	ref|NC_001134|:582407-583355	23.417	22.9356	22.2785	9.46672
SWE1	YJL187C	ref|NC_001142|:76802-79262	28.5255	22.2096	24.1498	19.3159
SWF1	YDR126W	ref|NC_001136|:703233-704244	41.1375	41.9997	24.3371	24.4362
SWH1	YAR042W	ref|NC_001133|:192618-196185	49.794	39.7177	53.6529	65.3211
SWI1	YPL016W	ref|NC_001148|:521013-524958	15.2623	12.5359	10.8731	10.3829
SWI3	YJL176C	ref|NC_001142|:92052-94530	41.3914	37.5581	60.5373	60.59
SWI4	YER111C	ref|NC_001137|:382594-385876	15.2743	11.5387	27.4305	22.1908
SWI5	YDR146C	ref|NC_001136|:748612-750742	16.5406	14.8975	28.6741	17.4763
SWI6	YLR182W	ref|NC_001144|:517939-520351	40.4082	35.382	92.1197	97.0199
SWM1	YDR260C	ref|NC_001136|:976716-977229	105.993	108.087	135.599	120.52
SWM2	YNR004W	ref|NC_001146|:635942-636383	62.2136	74.0341	69.4298	64.5214
SWP1	YMR149W	ref|NC_001145|:560995-561856	192.547	179.753	146.703	104.42
SWP82	YFL049W	ref|NC_001138|:36802-38674	71.54	75.0308	77.4128	75.7758
SWR1	YDR334W	ref|NC_001136|:1135931-1140476	35.5724	30.4965	95.9453	56.2033
SWS2	YNL081C	ref|NC_001146|:476187-476619	131.102	158.518	408.844	245.551
SWT1	YOR166C	ref|NC_001147|:647125-648502	27.0715	22.2069	25.7833	17.7265
SWT21	YNL187W	ref|NC_001146|:287993-289067	23.9846	19.5879	22.6892	18.072
SXM1	YDR395W	ref|NC_001136|:1263323-1266158	91.5684	58.2293	26.5785	20.7143
SYC1	YOR179C	ref|NC_001147|:671844-672411	229.882	187.667	178.487	297.278
SYF1	YDR416W	ref|NC_001136|:1298431-1301011	54.8063	47.1471	30.0057	33.2402
SYF2	YGR129W	ref|NC_001139|:750399-751047	186.369	121.988	54.0687	45.8163
SYG1	YIL047C	ref|NC_001141|:265114-267823	133.963	126.01	39.8647	33.3184
SYH1	YPL105C	ref|NC_001148|:352862-355412	150.636	179.976	128.925	160.491
SYM1	YLR251W	ref|NC_001144|:641463-642057	83.3895	100.608	181.116	138.062
SYN8	YAL014C	ref|NC_001133|:128251-129019	65.0526	62.4809	163.095	118.308
SYP1	YCR030C	ref|NC_001135|:173825-176438	51.7957	46.4118	77.8883	67.9805
SYS1	YJL004C	ref|NC_001142|:431588-432200	89.8346	99.5116	140.797	121.497
SYT1	YPR095C	ref|NC_001148|:721036-724717	16.914	13.7592	23.7329	18.5845
TAD1	YGL243W	ref|NC_001139|:43306-44509	45.9467	40.9197	31.0688	35.345
TAD2	YJL035C	ref|NC_001142|:380248-381001	44.6143	55.3968	41.0171	18.7923
TAD3	YLR316C	ref|NC_001144|:765265-766358	74.7142	70.404	48.1764	32.1233
TAE1	YBR261C	ref|NC_001134|:734831-735530	148.575	108.552	87.52	38.7062
TAE2	YPL009C	ref|NC_001148|:535819-538936	431.288	454.077	100.421	120.612
TAF1	YGR274C	ref|NC_001139|:1039894-1043095	31.3405	30.8367	33.367	31.7785
TAF10	YDR167W	ref|NC_001136|:789448-790069	215.592	174.623	179.432	164.605
TAF11	YML015C	ref|NC_001145|:241988-243029	41.5501	32.4408	40.1663	33.8332
TAF12	YDR145W	ref|NC_001136|:746737-748357	64.9293	60.3689	146.217	138.078
TAF13	YML098W	ref|NC_001145|:77266-77770	128.766	118.247	107.396	109.399
